Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0600,RAMESH KUMAR,EMP-0120,M,08-24-1993,  ramesh54@yahoo.com ,Engineering,Senior Executive,South - Chennai,LinkedIn,0,,2021/06/03,,240,231.0,4,5.0,0.0,5,,Active,Hybrid,Company Cab,4.5,87,33,67,66,7,3,High,3.0
EMP-0601,vijay sharma,EMP-0025,M,1974-11-16,vijay.sharma@company.com,H.R.,,South - Bangalore,Employee Referral,"INR 2,500",Experienced,2023/11/12,,240,227.0,5 days,5.0,3.0,5,,Active,Hybrid,own vehicle,,,,58%,69%,3,3,Low,3.0
EMP-0602,  Manoj   Reddy ,EMP-0050,Female,10-18-1984,manoj.reddy@outlook.com,Technology,Team Lead,South - Bangalore,Naukri,0,experienced,02-25-2024,08/12/2024,240,219.0,11,6.0,4.0,12,Involuntary - Performance,Terminated,HYBRID,Company Cab,10.33,29,27,64,62,10,1,high,5.0
EMP-0603,Anitha Venkatesh,EMP-0180,,03/04/1969,anitha.venkatesh@gmail.com,Sales,  Executive ,North - Delhi,company career site,0,fresher,28 May 2020,,240,226.0,4,9.0,1.0,1,,Active,Onsite,Own Vehicle,"$9,408",62,37,67,68,6,,HIGH,2.0
EMP-0604,  Priya   Sharma ,EMP-0280,F,13 Jun 1994,  priya67@company.com ,Finance,executive,South - Bangalore,Recruitment Agency,78217,EXPERIENCED,2020-10-25,,240,229.0,2,7.0,2.0,3,,ACTIVE,onsite,own vehicle,5.67,97,30,80,84,8,Very High,medium,2.0
EMP-0090,  Karthik   Nair ,EMP-0320,Male,09-08-1981,  karthik22@yahoo.com ,Ops,  Executive ,DELHI,LinkedIn,0,Experienced,04-07-2019,,240,207.0,12,9.0,12.0,22,,Active,Hybrid,Company Cab,6.46,52,26,59,62%,4,2,High,2.0
EMP-0606,  Priya   Patel ,EMP-0050,,28 Sep 2004,PRIYA.PATEL@OUTLOOK.COM,IT,Senior Executive,North - Delhi,Walk-In,0,Fresher,13/09/2022,,240,227.0,4,9.0,0.0,5,,Active,WFH,company cab,14.79,98,4,79%,85,5,Very High,Medium,2.0
EMP-0607,  Meera   Nair ,EMP-0180,,,MEERA.NAIR@OUTLOOK.COM,Sales,executive,BENGALURU,LinkedIn,0,Experienced,06-10-2022,10-28-2022,240,227.0,4,8.0,1.0,4,,Inactive,Onsite,,8.56 LPA,59,24,63,59,1,3,medium,3.0
EMP-0608,  Ananya   Rao ,EMP-0075,,1971-01-11,ananya.rao@outlook.com,IT,ASSISTANT MANAGER,East - Kolkata,LinkedIn,0,Experienced,05/10/2018,2020-03-24,240,229.0,3,7.0,1.0,8,Relocation / Personal Reasons,INACTIVE,hybrid,Own Vehicle,12.42,38,2,50,52,4,4,Medium,1.0
EMP-0609,MANOJ PATEL,EMP-0100,,09-15-1993,MANOJ.PATEL@OUTLOOK.COM,Technology,assistant manager,DELHI,Company Career Site,,Experienced,05-23-2018,,240,,,,,,,Active,onsite,company cab,15.83,66,32,71,75%,1,3,High,3.0
EMP-0610,KARTHIK PATEL,EMP-0100,Male,25 Feb 1983,KARTHIK.PATEL@OUTLOOK.COM,Technology,Assistant Manager,North - Delhi,Naukri,0,Experienced,,2020-01-14,240,225.0,6,6.0,3.0,8,Better Career Growth,Inactive,Hybrid,Company Cab,20.41,48,3,56,56,3,4,Low,3.0
EMP-0611,ananya iyer,EMP-0240,,2000/04/19,  ananya67@outlook.com ,Marketing,  Executive ,South - Chennai,Recruitment Agency,49379,Experienced,20 Aug 2018,,240,223.0,6,10.0,1.0,4,,active,ONSITE,Company Cab,"INR 446,000",65,24,72%,0.77,3,4,Medium,3.0
EMP-0612,Sneha Sharma,EMP-0350,,1974/03/19,sneha_sharma@company.com,,  Assistant Manager ,South - Chennai,Naukri,0,Experienced,19/01/2021,,240,214.0,7,8.0,11.0,16,,Active,Onsite,Own Vehicle,23.09,52,19,52,50,3,2,High,1.0
EMP-0613,deepa nair,DIR-0001,Female,02 Mar 2002,deepa.nair@company.com,Operations,MANAGER,chennai,Company Career Site,0,Experienced,01/03/2022,2022-10-01,240,220.0,11,4.0,5.0,8 times,Work-Life Balance / Burnout,Inactive,Hybrid,OWN VEHICLE,18.88 LPA,59,33,0.67,68%,7,2,High,3.0
EMP-0614,RAJESH SHARMA,EMP-0025,,09-06-1974,rajesh.sharma@company.com,H.R.,executive,West - Mumbai,Walk-In,0,Experienced,06-01-2023,,240,211.0,14,8.0,7.0,17,,Active,Hybrid,Company Cab,5.5,32,25,64,63,3,1,high,1.0
EMP-0615,  Deepa   Joshi ,EMP-0160,Female,1996/01/10,  deepa71@outlook.com ,Sales & Mktg,Executive,CHENNAI,Employee Referral,2500,Fresher,08-15-2019,,240,228.0,6,5.0,1.0,6,,Active,Hybrid,Company Cab,24.9,53,4,56,57,6,4,Medium,3.0
EMP-0616,arun sharma,EMP-0100,M,11 Jun 1978,  arun27@company.com ,IT,  Assistant Manager ,chennai,Recruitment Agency,55216,Experienced,,18/01/2026,240,227.0,6 days,7.0,0.0,4,Relocation / Personal Reasons,Inactive,Hybrid,Own Vehicle,26.06,47,34,49%,58,2,4,High,3.0
EMP-0518,manoj rao,EMP-0100,,20 Jan 1970,manoj.rao@gmail.com,Technology,senior executive,BENGALURU,LinkedIn,0,Experienced,2022/05/16,,240,211.0,13,4.0,12.0,15,,Active,ONSITE,own vehicle,"$6,000",93,27,,,5,2,HIGH,4.0
EMP-0618,  Priya   Patel ,EMP-0010,Female,1996-12-21,priya_patel@gmail.com,H.R.,  Team Lead ,mumbai,Naukri,0,Experienced,2020-01-21,,240,221.0,6,7.0,6.0,16,,,wfh,Own Vehicle,10.28,32,28,61,71,8,2,HIGH,4.0
EMP-0619,SNEHA JOSHI,EMP-0075,Female,1999-09-21,SNEHA.JOSHI@GMAIL.COM,IT,  Executive ,South - Chennai,Naukri,0,Fresher,07/05/2021,,240,228.0,5,7.0,0.0,8,,Active,Hybrid,Company Cab,23.25 LPA,54,8,59,68,1,3,Medium,3.0
EMP-0620,VIJAY VENKATESH,EMP-0350,,09-18-2003,vijay.venkatesh@gmail.com,,  Executive ,South - Bangalore,COMPANY CAREER SITE,0,Fresher,21/12/2020,,240,217.0,10,9.0,4.0,14,,Active,WFH,Company Cab,21.83,61,37,53,53,4,1,HIGH,
EMP-0621,  Divya   Patel ,EMP-0010,female,1973/07/21,divya.patel@outlook.com,HR,executive,mumbai,Walk-In,0,Fresher,2019/02/13,,240,226.0,4,10.0,0.0,4,,Active,HYBRID,Own Vehicle,"INR 802,000",89,5,78%,86%,6,4,low,3.0
EMP-0622,  Karthik   Venkatesh ,EMP-0160,male,1995/10/02,karthik_venkatesh@company.com,Sales & Mktg,  Executive ,BENGALURU,Walk-In,0,Experienced,2020/02/28,,240,230.0,6,4.0,0.0,7,,Active,Hybrid,OWN VEHICLE,8.63,59,18,63,66,High,3,High,3.0
EMP-0623,  Anitha   Patel ,EMP-0025,,1970/05/16,ANITHA.PATEL@YAHOO.COM,H.R.,senior executive,chennai,NAUKRI,0,FRESHER,12 Apr 2022,,240,215.0,11,9.0,5.0,16,,Active,Hybrid,Company Cab,12.58,17,43,48,50,5,2,High,3.0
EMP-0624,RAMESH PATEL,EMP-0010,Male,01 Sep 2001,RAMESH.PATEL@COMPANY.COM,Human Resources,Executive,North - Delhi,Naukri,0,Fresher,16/02/2024,,240,219.0,6,4.0,11.0,8,,Active,Onsite,Own Vehicle,15.37,94,10,58,60,6,2,Medium,2.0
EMP-0625,LAKSHMI RAO,EMP-0075,F,1968-11-01,LAKSHMI.RAO@YAHOO.COM,IT,  Assistant Manager ,South - Bangalore,Employee Referral,"INR 5,000",Experienced,2019-09-13,,240,228.0,4,7.0,1.0,3,,Active,Onsite,Own Vehicle,18.65 LPA,10,1,0.57,68%,4,3,Medium,3.0
EMP-0626,sneha venkatesh,DIR-0001,,09/11/1991,sneha_venkatesh@company.com,Human Resources,  Manager ,North - Delhi,Employee Referral,10000,Experienced,26 Aug 2020,03-17-2021,240,212.0,12,6.0,10.0,15,Involuntary - Performance,Inactive,ONSITE,Company Cab,,17,,52%,61,,2,HIGH,3.0
EMP-0627,  Vijay   Nair ,EMP-0180,Male,01/05/1980,vijay.nair@yahoo.com,Sales,assistant manager,South - Chennai,Walk-In,0,EXPERIENCED,2020/03/16,,240,216.0,12,7.0,5.0,18,,Active,ONSITE,Own Vehicle,14.83,38,43,56,62,3,1,Medium,4.0
EMP-0628,  Deepa   Nair ,EMP-0180,F,1999/08/26,deepa.nair@yahoo.com,Sales,ASSISTANT MANAGER,South - Bangalore,Naukri,0,Experienced,10 Feb 2018,,240,212.0,14,5.0,9.0,9,,ACTIVE,Onsite,Company Cab,21.81,14,8,58,60,8,1,High,2.0
EMP-0629,SURESH NAIR,EMP-0025,male,2004/03/12,suresh.nair@company.com,HR,Executive,West - Mumbai,Walk-In,0,experienced,03 May 2018,,240,214.0,8,8.0,10.0,16,,Active,Onsite,Own Vehicle,4.4,95,20,72,75%,5,1,High,3.0
EMP-0630,  Kavitha   Venkatesh ,EMP-0160,F,1986/01/09,kavitha.venkatesh@gmail.com,Sales,EXECUTIVE,North - Delhi,Naukri,0,Fresher,2021/09/28,19 Jan 2022,240,227.0,3,9.0,1.0,1,Involuntary - Performance,Terminated,Hybrid,Own Vehicle,9.68,56,23,73,79,4,5,High,3.0
EMP-0631,DIVYA SINGH,,F,2006-08-31,,Operations,manager,CHENNAI,,,experienced,2020-06-04,,240,229.0,2 days,6.0,3.0,7 times,,Active,Hybrid,Company Cab,20.98 LPA,,33,48%,0.50,3,5,,5.0
EMP-0632,  Anitha   Patel ,EMP-0075,Female,05 Feb 1976,anitha.patel@outlook.com,Technology,ASSISTANT MANAGER,chennai,Campus Drive,15555,Experienced,22/05/2018,,240,226.0,6,7.0,1.0,4,,Active,Onsite,OWN VEHICLE,25.43,74,21,75,83,6,3,medium,3.0
EMP-0633,SNEHA RAO,EMP-0025,F,,SNEHA.RAO@GMAIL.COM,HR,EXECUTIVE,BENGALURU,Walk-In,0,Fresher,24 Mar 2019,,240,228.0,5,6.0,1.0,5,,Active,onsite,Company Cab,16.04,64,2,71,69%,5,5,Low,3.0
EMP-0634,  Sanjay   Kumar ,EMP-0025,Male,02-18-1985,  sanjay24@yahoo.com ,H.R.,ASSISTANT MANAGER,South - Bangalore,Naukri,0,Experienced,2023-09-18,,240,228.0,3,9.0,0.0,1,,active,Onsite,Company Cab,16.54,99,11,70,75,8,,Medium,3.0
EMP-0635,Pradeep Patel,EMP-0075,,1972/06/15,pradeep.patel@gmail.com,Technology,Executive,South - Chennai,Naukri,0,Fresher,2023-07-24,,240,227.0,5,8.0,0.0,4,,Active,Onsite,Company Cab,6.13,52,27,73,65,1,3,medium,3.0
EMP-0636,deepa venkatesh,EMP-0320,Female,17/06/1974,  deepa27@outlook.com ,Operations,  Team Lead ,South - Chennai,Walk-In,0,Experienced,11-05-2020,21 Aug 2021,240,222.0,9,4.0,5.0,17,Better Career Growth,Inactive,Hybrid,Own Vehicle,14.46,83,29,84%,85,10,2,high,4.0
EMP-0637,  Suresh   Venkatesh ,EMP-0075,,08/01/1972,suresh.venkatesh@outlook.com,IT,  Executive ,BENGALURU,NAUKRI,0,Fresher,2019/03/31,17 Oct 2019,240,231.0,2,7.0,0.0,4,Involuntary - Performance,Inactive,Onsite,Own Vehicle,16.55 LPA,39,25,0.63,76%,6,3,MEDIUM,3.0
EMP-0638,  Sneha   Singh ,EMP-0180,F,08/04/1986,sneha.singh@outlook.com,Sales & Mktg,executive,South - Chennai,Employee Referral,2500,Fresher,01-26-2018,,240,228.0,2,7.0,3.0,4,,Active,Hybrid,Own Vehicle,9.44,91,20,73,81,1,4,Medium,3.0
EMP-0639,  Pooja   Joshi ,EMP-0050,,04/08/1982,pooja.joshi@outlook.com,IT,senior executive,North - Delhi,Recruitment Agency,81805,Fresher,09/08/2018,06-16-2020,240,229.0,6,5.0,0.0,3,Involuntary - Performance,Inactive,Hybrid,Company Cab,10.1,26,27,55,,3,3,Low,2.0
EMP-0640,Ramesh Joshi,EMP-0240,F,,ramesh.joshi@outlook.com,Marketing,Team Lead,North - Delhi,naukri,0,Experienced,24/06/2019,,240,227.0,6,6.0,1.0,6,,Active,Hybrid,Company Cab,12.74,35,25,60,70,4,4,MEDIUM,3.0
EMP-0641,VIKRAM NAIR,EMP-0300,M,1985-06-28,vikram_nair@company.com,Operations,,South - Bangalore,Naukri,0,Experienced,,,240,224.0,6,8.0,2.0,4,,Active,Hybrid,Company Cab,"INR 399,000",17,32,50%,50%,3,3,Medium,3.0
EMP-0642,manoj iyer,EMP-0120,M,07-08-1986,  manoj82@outlook.com ,Engineering,executive,South - Chennai,Campus Drive,12161,Fresher,05-29-2020,2021-05-14,240,230.0,4,5.0,1.0,7,Better Compensation & Benefits,Inactive,wfh,,11.39,56,20,61,64,5,4,Medium,1.0
EMP-0643,Sneha Kumar,EMP-0180,Female,2005-02-16,SNEHA.KUMAR@OUTLOOK.COM,Sales,Team Lead,mumbai,LinkedIn,0,Experienced,17 Jul 2024,13/01/2026,240,220.0,10,6.0,4.0,16,Involuntary - Performance,Inactive,WFH,Own Vehicle,8.68 LPA,85,34,78,88,7,2,Medium,3.0
EMP-0644,MEERA JOSHI,EMP-0010,female,1978/09/30,  meera2@company.com ,H.R.,Team Lead,North - Delhi,Company Career Site,0,Experienced,20/03/2022,,240,224.0,6,9.0,1.0,7,,active,Onsite,Own Vehicle,11.52,81,33,66,72,3,3,High,4.0
EMP-0645,  Kavitha   Iyer ,EMP-0200,,1990/02/10,kavitha.iyer@company.com,Sales,  Senior Executive ,South - Chennai,Naukri,0,Experienced,09-20-2022,,240,227.0,6,7.0,0.0,6,,Active,Hybrid,Company Cab,"$7,716",98,40,,79%,7,3,High,4.0
EMP-0646,  Ramesh   Kumar ,EMP-0010,M,1985-04-09,  ramesh45@gmail.com ,Human Resources,team lead,South - Chennai,Employee Referral,5000,Experienced,09 Jul 2020,,240,223.0,5 days,10.0,2.0,7,,Active,Hybrid,,25.32,55,17,65%,76,6,4,Low,2.0
EMP-0647,Suresh Iyer,,M,12 Apr 1982,suresh.iyer@outlook.com,Technology,Manager,South - Chennai,Walk-In,,Experienced,03-23-2023,10/07/2023,240,,,,,,Better Career Growth,Inactive,Onsite,company cab,18.04,77,10,77,75,5,3,Low,3.0
EMP-0648,rajesh nair,EMP-0010,Male,08 Dec 1970,  rajesh16@company.com ,H.R.,Executive,South - Bangalore,Employee Referral,2500,Fresher,01-12-2021,,240,228.0,5,5.0,2.0,7,,Active,hybrid,Own Vehicle,20.14,42,22,61,63,5,3,High,5.0
EMP-0649,  Deepa   Reddy ,,female,,deepa.reddy@company.com,Engineering,  Manager ,Bengaluru,Employee Referral,"INR 10,000",Experienced,2021-12-07,,240,210.0,8,10.0,12.0,15 times,,Active,HYBRID,Company Cab,22.83 LPA,10,21,0.58,52%,7,1,HIGH,1.0
EMP-0650,  Deepa   Sharma ,EMP-0010,,11-01-1968,DEEPA.SHARMA@GMAIL.COM,Human Resources,Team Lead,West - Mumbai,linkedin,0,Experienced,2019-03-12,,240,226.0,3,10.0,1.0,5,,Active,onsite,Company Cab,15.71,28,16,63,60,6,3,Low,1.0
EMP-0651,kavitha sharma,EMP-0120,Female,1994-04-17,  kavitha15@company.com ,Engineering,EXECUTIVE,DELHI,Walk-In,0,Fresher,2024-01-09,,240,211.0,8,10.0,11.0,22,,Active,hybrid,Company Cab,,40,,69%,0.77,,2,High,3.0
EMP-0652,karthik kumar,EMP-0160,,18/11/1992,karthik.kumar@company.com,Sales,  Assistant Manager ,South - Chennai,Company Career Site,0,Experienced,27 Oct 2022,,240,227.0,2,8.0,3.0,7,,,WFH,Own Vehicle,16.66,89,43,65,63,6,3,High,3.0
EMP-0653,RAJESH REDDY,DIR-0001,,31 Mar 1986,RAJESH.REDDY@YAHOO.COM,IT,Manager,BENGALURU,Company Career Site,0,Experienced,2021/03/15,18 Oct 2022,240,212.0,14,8.0,6.0,14,Better Career Growth,INACTIVE,Hybrid,Own Vehicle,17.88,23,10,51,57%,4,1,HIGH,3.0
EMP-0654,  Ramesh   Joshi ,EMP-0160,,1996/07/08,ramesh.joshi@company.com,Sales,assistant manager,South - Chennai,Campus Drive,15529,Experienced,2024/03/27,,240,230.0,3,6.0,1.0,6,,active,Hybrid,Own Vehicle,21.76,62,29,62,73,8,4,Medium,2.0
EMP-0655,MEERA IYER,EMP-0260,Male,05-21-1974,  meera36@company.com ,Finance,Assistant Manager,West - Mumbai,Company Career Site,0,Experienced,04 Jun 2019,,240,217.0,7,7.0,9.0,9,,,onsite,Company Cab,14.08 LPA,57,14,78,81,6,1,Medium,3.0
EMP-0656,Vijay Iyer,EMP-0180,male,18/07/1975,VIJAY.IYER@OUTLOOK.COM,Sales,EXECUTIVE,BENGALURU,Naukri,0,Fresher,02-09-2018,,240,210.0,14,9.0,7.0,8,,Active,Hybrid,own vehicle,6.63,78,26,82%,88,8,1,High,2.0
EMP-0657,  Pradeep   Rao ,EMP-0350,M,1987/01/03,  pradeep91@gmail.com ,Ops,  Senior Executive ,Bengaluru,LinkedIn,0,Experienced,,2023-07-11,240,229.0,4,7.0,0.0,2,Better Career Growth,Inactive,Hybrid,Company Cab,10.45,99,34,74,81%,7,4,high,3.0
EMP-0658,PRIYA REDDY,EMP-0220,M,17 Jan 1968,priya_reddy@yahoo.com,Marketing,ASSISTANT MANAGER,South - Bangalore,Recruitment Agency,56733,Experienced,2024-05-01,,240,226.0,3,10.0,1.0,8,,Active,hybrid,Own Vehicle,12.4,71,32,80,77,4,3,High,0.0
EMP-0659,Sneha Rao,EMP-0200,male,11-05-1995,sneha_rao@outlook.com,Sales,assistant manager,North - Delhi,Company Career Site,0,Experienced,12 May 2024,,240,225.0,3,10.0,2.0,5,,Active,wfh,Own Vehicle,"$23,184",75,19,70,70,10,3,High,3.0
EMP-0660,RAMESH NAIR,EMP-0300,Female,1975-07-05,RAMESH.NAIR@OUTLOOK.COM,Operations,assistant manager,South - Bangalore,LINKEDIN,0,Experienced,2018/07/26,10 Nov 2019,240,232.0,2,5.0,1.0,2,Work-Life Balance / Burnout,Resigned,Hybrid,Company Cab,17.48,73,15,73,71,High,3,Low,4.0
EMP-0661,  Sneha   Patel ,EMP-0075,female,08-18-1989,SNEHA.PATEL@YAHOO.COM,Technology,Assistant Manager,mumbai,Naukri,0,Experienced,06-08-2019,02-27-2021,240,215.0,13 days,5.0,7.0,14,Involuntary - Restructuring,Terminated,Hybrid,Own Vehicle,12.22 LPA,,33,61%,,5,1,High,2.0
EMP-0662,  Lakshmi   Iyer ,DIR-0001,Female,28 Aug 2005,  lakshmi51@company.com ,HR,manager,chennai,LinkedIn,0,Experienced,20 Sep 2023,29/12/2023,240,227.0,3,8.0,2.0,5,Involuntary - Performance,Resigned,Onsite,Own Vehicle,27.67,72,1,65,65,5,4,Low,4.0
EMP-0663,  Ramesh   Nair ,EMP-0075,,15/10/2005,  ramesh22@gmail.com ,Technology,Team Lead,BENGALURU,recruitment agency,83702,Experienced,2019/04/26,,240,226.0,5,7.0,2.0,5,,Active,HYBRID,Public Transport,18.34,82,34,72,79,7,3,High,3.0
EMP-0664,Suresh Rao,EMP-0050,M,11-22-1990,suresh_rao@company.com,Technology,  Senior Executive ,CHENNAI,Company Career Site,0,Experienced,28/01/2021,17/04/2021,240,212.0,10,6.0,12.0,22,,Inactive,onsite,own vehicle,9.31,42,39,55,54,5,1,High,3.0
EMP-0665,RAMESH SHARMA,EMP-0350,M,2001/02/26,ramesh_sharma@outlook.com,Operations,EXECUTIVE,,Recruitment Agency,40615,experienced,28/09/2018,29/08/2021,240,215.0,13,7.0,5.0,20,Relocation / Personal Reasons,Inactive,Onsite,Own Vehicle,5.99,50,27,73,76%,1,2,High,2.0
EMP-0666,sneha venkatesh,,female,1981-06-26,,Sales,SENIOR EXECUTIVE,North - Delhi,,,EXPERIENCED,03-01-2018,,240,223.0,5,10.0,2.0,4,,Active,Onsite,Own Vehicle,7.25,98,38,77%,75,5,Very High,,3.0
EMP-0667,  Sanjay   Iyer ,EMP-0010,Male,07/07/1973,  sanjay41@outlook.com ,Human Resources,senior executive,BENGALURU,linkedin,0,Fresher,2020-05-02,,240,227.0,4,6.0,3.0,1 times,,Active,Hybrid,Company Cab,9.53 LPA,57,5,67,76,9,5,Low,1.0
EMP-0668,  Manoj   Iyer ,EMP-0050,male,14 Jul 1980,manoj_iyer@gmail.com,IT,  Team Lead ,West - Mumbai,Recruitment Agency,70490,experienced,16 Mar 2018,,240,216.0,9,9.0,6.0,8,,Active,wfh,Own Vehicle,7.44,22,8,55,55,7,1,Medium,3.0
EMP-0669,PRADEEP JOSHI,EMP-0025,,08-23-1990,PRADEEP.JOSHI@OUTLOOK.COM,HR,Executive,BENGALURU,LinkedIn,0,Experienced,09 Apr 2021,,240,225.0,4,8.0,3.0,5,,Active,WFH,Own Vehicle,8.07,82,19,67,77%,5,5,MEDIUM,3.0
EMP-0670,PRADEEP PATEL,EMP-0010,,05-15-1983,  pradeep81@yahoo.com ,HR,  Team Lead ,West - Mumbai,Employee Referral,5000,experienced,2019-04-01,,240,230.0,3,5.0,2.0,4,,Active,Hybrid,Company Cab,10.48,86,0,82,86,4,4,LOW,2.0
EMP-0671,Ramesh Singh,EMP-0350,Male,30 Sep 1999,ramesh_singh@gmail.com,Ops,senior executive,chennai,Company Career Site,0,Experienced,2024/05/30,,240,226.0,5,8.0,1.0,8,,,Hybrid,Own Vehicle,"INR 775,000",40,7,56%,0.51,9,3,MEDIUM,4.0
EMP-0672,PRIYA SINGH,DIR-0001,F,09-15-1997,priya.singh@company.com,Human Resources,Manager,CHENNAI,Recruitment Agency,58850,Experienced,12 May 2019,2019-08-27,240,223.0,6,9.0,2.0,5,,Inactive,Onsite,Own Vehicle,25.47,84,22,76,78,4,3,Low,4.0
EMP-0673,  Vijay   Joshi ,EMP-0280,male,1988/08/16,vijay_joshi@yahoo.com,Finance,  Executive ,North - Delhi,Campus Drive,19101,Experienced,24/04/2022,03 Apr 2023,240,223.0,5,9.0,3.0,8,Involuntary - Performance,Inactive,Hybrid,Own Vehicle,5.47 LPA,77,2,,66%,4,4,Low,2.0
EMP-0674,  Deepa   Iyer ,DIR-0001,,13/01/1999,  deepa51@yahoo.com ,IT,Manager,East - Kolkata,Recruitment Agency,75821,Experienced,2020/04/05,,240,214.0,8,9.0,9.0,10,,active,Onsite,Own Vehicle,16.35,13,3,51,56,2,1,High,2.0
EMP-0675,Ananya Sharma,EMP-0075,F,1968/02/03,ananya.sharma@gmail.com,IT,TEAM LEAD,South - Bangalore,Naukri,0,experienced,2024/06/22,,240,211.0,8,9.0,12.0,15,,Active,Hybrid,COMPANY CAB,13.55,28,24,67,69,5,2,High,3.0
EMP-0676,suresh kumar,emp-0075,Male,05/06/1968,  suresh55@company.com ,Technology,senior executive,CHENNAI,Naukri,0,Fresher,02-06-2018,,240,220.0,8 days,8.0,4.0,16,,Active,ONSITE,Own Vehicle,,-15,,67%,71,5,2,High,2.0
EMP-0677,SANJAY PATEL,EMP-0220,Male,30 Mar 1999,  sanjay32@company.com ,Marketing,  Team Lead ,chennai,Employee Referral,"INR 5,000",Experienced,2018/12/03,,240,219.0,6,10.0,5.0,21,,Active,Onsite,Own Vehicle,6.24,91,14,72,73%,5,1,Medium,4.0
EMP-0678,Lakshmi Singh,EMP-0050,female,1992-02-20,LAKSHMI.SINGH@GMAIL.COM,Technology,TEAM LEAD,North - Delhi,LinkedIn,0,Experienced,2020-11-22,,240,228.0,2,10.0,0.0,7,,Active,Hybrid,Company Cab,13.25,22,20,68,68,5,Low,Low,2.0
EMP-0679,suresh joshi,EMP-0100,male,1997-02-11,  suresh19@yahoo.com ,IT,executive,South - Bangalore,Walk-In,0,fresher,11/10/2023,,240,226.0,3,10.0,1.0,2,,Active,Onsite,Company Cab,27.25 LPA,32,34,56,53,8,4,High,3.0
EMP-0680,PRADEEP JOSHI,EMP-0260,male,28 Apr 2005,pradeep.joshi@yahoo.com,Finance,Senior Executive,CHENNAI,LinkedIn,0,Fresher,02/05/2019,2019-12-16,240,221.0,8,4.0,7.0,16,Involuntary - Performance,Terminated,Hybrid,Own Vehicle,24.7,92,13,75,82,5,2,High,2.0
EMP-0681,sneha reddy,EMP-0160,,01 Nov 1983,  sneha89@gmail.com ,Sales & Mktg,,South - Chennai,Company Career Site,0,Experienced,11-14-2023,,240,217.0,13,6.0,4.0,17,,Active,ONSITE,Own Vehicle,"INR 2,352,000",84,35,68%,70%,8,2,High,3.0
EMP-0682,pradeep patel,EMP-0100,,21 Jan 1984,  pradeep28@gmail.com ,Technology,Senior Executive,South - Bangalore,employee referral,2500,Experienced,03-24-2024,,240,207.0,13,9.0,11.0,8,,Active,wfh,Company Cab,9.82,10,11,47,50,3,2,High,4.0
EMP-0683,PRADEEP SHARMA,EMP-0280,M,2002-06-13,  pradeep30@outlook.com ,Finance,SENIOR EXECUTIVE,West - Mumbai,Walk-In,0,Experienced,08-03-2019,,240,227.0,2,8.0,3.0,1,,Active,HYBRID,Company Cab,7.69,97,16,81,,7,3,Medium,3.0
EMP-0684,  Manoj   Nair ,,M,13/08/1984,manoj_nair@gmail.com,Technology,MANAGER,West - Mumbai,Company Career Site,0,Experienced,03-16-2018,2018-06-08,240,218.0,6,8.0,8.0,16,Work-Life Balance / Burnout,Inactive,Hybrid,Company Cab,19.88,63,38,82,85,4,2,High,1.0
EMP-0685,MANOJ VENKATESH,EMP-0010,M,1977-12-08,MANOJ.VENKATESH@YAHOO.COM,HR,ASSISTANT MANAGER,,Naukri,,Experienced,26/01/2022,,240,,,,,,,Active,Onsite,Company Cab,26.27 LPA,80,8,0.66,65%,3,3,Medium,1.0
EMP-0686,arun rao,EMP-0200,Female,07-12-1998,arun.rao@company.com,Sales,Executive,South - Chennai,Walk-In,0,Fresher,,,240,229.0,4,4.0,3.0,3,,Active,hybrid,company cab,17.14,98,34,82%,84,4,3,high,3.0
EMP-0687,LAKSHMI JOSHI,EMP-0050,Female,2004/08/12,lakshmi.joshi@yahoo.com,Technology,EXECUTIVE,North - Delhi,employee referral,2500,Fresher,06-12-2024,,240,233.0,2,4.0,1.0,4,,Active,Onsite,Company Cab,"$21,000",94,12,71,75,7,4,Low,3.0
EMP-0688,divya patel,EMP-0025,F,06/04/2004,divya_patel@outlook.com,H.R.,assistant manager,chennai,LinkedIn,0,,24 Jan 2021,,240,227.0,3,8.0,2.0,6,,Active,Onsite,Own Vehicle,10.36,24,14,56,53,4,4,Medium,1.0
EMP-0689,Rajesh Iyer,DIR-0001,,02-24-1990,  rajesh26@yahoo.com ,Sales,  Manager ,South - Bangalore,Company Career Site,0,Experienced,2018/08/08,,240,210.0,10,10.0,10.0,9,,Active,Hybrid,Company Cab,22.35,74,17,80,79%,9,2,High,
EMP-0690,ANANYA VENKATESH,EMP-0100,female,1990/02/08,ananya.venkatesh@company.com,Technology,EXECUTIVE,West - Mumbai,Naukri,0,Fresher,2018/03/07,09/03/2021,240,226.0,4,7.0,3.0,4,Better Compensation & Benefits,Resigned,onsite,OWN VEHICLE,8.08,85,32,66,76,5,3,High,3.0
